customer_id,recency_days,frequency,monetary,total_items,unique_products,avg_line_revenue,active_months,revenue_per_order,items_per_order,orders_per_active_month,purchased_future,churned,churn_risk_score,risk_tier,recommended_action
12410,218,2,693.3299999999999,211,26,26.666538461538458,1,346.66499999999996,105.5,2.0,0,1,0.6951455648247822,High Risk,Priority reactivation campaign
12412,47,2,890.74,599,34,19.794222222222224,2,445.37,299.5,1.0,1,0,0.45663006049066496,Medium Risk,Standard retention email
12413,145,2,563.9,205,25,20.139285714285712,2,281.95,102.5,1.0,1,0,0.6156094631152643,Medium Risk,Standard retention email
12414,126,3,562.41,300,16,31.244999999999997,3,187.47,100.0,1.0,0,1,0.40951485964470374,Medium Risk,Loyalty incentive
12415,8,15,102087.88,66701,382,170.14646666666667,9,6805.858666666667,4446.733333333334,1.6666666666666667,1,0,0.06956990808624684,Low Risk,Maintain standard engagement
12417,16,7,2816.52,1229,132,19.03054054054054,6,402.36,175.57142857142858,1.1666666666666667,1,0,0.05339315954695568,Low Risk,Maintain standard engagement
12418,22,1,668.58,407,34,19.664117647058823,1,668.58,407.0,1.0,0,1,0.5972729249099032,Medium Risk,Standard retention email
12421,24,3,628.56,407,25,17.459999999999997,3,209.51999999999998,135.66666666666666,1.0,1,0,0.40596123836008774,Medium Risk,Loyalty incentive
12422,5,3,803.5600000000001,370,39,20.604102564102565,3,267.85333333333335,123.33333333333333,1.0,0,1,0.3940348652741987,Medium Risk,Loyalty incentive
12423,10,7,1650.67,1136,86,15.283981481481483,7,235.81,162.28571428571428,1.0,1,0,0.08085953949530111,Low Risk,Maintain standard engagement
12424,72,2,1760.96,740,30,58.69866666666667,1,880.48,370.0,2.0,0,1,0.6425954073653813,Medium Risk,Standard retention email
12426,104,1,582.73,258,30,19.424333333333333,1,582.73,258.0,1.0,0,1,0.6473459443179181,Medium Risk,Standard retention email
12427,281,1,303.5,79,10,30.35,1,303.5,79.0,1.0,1,0,0.7472321010855314,High Risk,Low-cost win-back email
12428,29,8,7548.12,3386,252,27.054193548387097,4,943.515,423.25,2.0,1,0,0.0893238151586783,Low Risk,Maintain standard engagement
12429,82,3,2844.88,1045,62,40.64114285714286,3,948.2933333333334,348.3333333333333,1.0,1,0,0.26451994757878655,Low Risk,Maintain standard engagement
12431,28,11,4874.57,2108,134,26.349027027027024,6,443.14272727272726,191.63636363636363,1.8333333333333333,1,0,0.03531553286091955,Low Risk,Maintain standard engagement
12432,79,3,4016.66,1427,75,52.85078947368421,1,1338.8866666666665,475.6666666666667,3.0,1,0,0.40586772465175897,Medium Risk,Loyalty incentive
12433,275,2,3787.12,3582,79,25.762721088435374,1,1893.56,1791.0,2.0,1,0,0.38215580715908937,Medium Risk,Standard retention email
12434,169,1,286.25,77,16,17.890625,1,286.25,77.0,1.0,1,0,0.7097543992489512,High Risk,Low-cost win-back email
12435,177,1,3978.9900000000002,879,19,209.4205263157895,1,3978.9900000000002,879.0,1.0,1,0,0.6548364575777725,Medium Risk,Standard retention email
12436,9,1,509.01,211,16,31.813125,1,509.01,211.0,1.0,0,1,0.6118105971333001,Medium Risk,Standard retention email
12437,7,11,2811.41,1797,63,27.5628431372549,7,255.58272727272725,163.36363636363637,1.5714285714285714,1,0,0.03703934690580164,Low Risk,Maintain standard engagement
12438,49,1,890.0699999999999,586,49,18.16469387755102,1,890.0699999999999,586.0,1.0,1,0,0.5426663197231402,Medium Risk,Standard retention email
12441,276,1,173.55,121,11,15.77727272727273,1,173.55,121.0,1.0,0,1,0.7116761554054846,High Risk,Low-cost win-back email
12444,31,2,2627.27,650,96,25.021619047619048,2,1313.635,325.0,1.0,1,0,0.3237109466753584,Low Risk,Maintain standard engagement
12447,152,1,476.49,190,26,18.326538461538462,1,476.49,190.0,1.0,0,1,0.7240301661772467,High Risk,Low-cost win-back email
12449,1,3,2724.58,1029,84,20.640757575757576,3,908.1933333333333,343.0,1.0,1,0,0.2991429975040442,Low Risk,Maintain standard engagement
12450,65,2,197.88,128,7,24.735,2,98.94,64.0,1.0,0,1,0.7676539233913141,High Risk,Low-cost win-back email
12451,127,2,5307.82,4105,162,27.219589743589744,2,2653.91,2052.5,1.0,1,0,0.30629541631141516,Low Risk,Maintain standard engagement
12453,43,1,707.09,473,43,16.443953488372095,1,707.09,473.0,1.0,0,1,0.5851355374571463,Medium Risk,Standard retention email
12455,37,5,2176.36,1766,67,30.652957746478876,4,435.27200000000005,353.2,1.25,1,0,0.11993342780063569,Low Risk,Maintain standard engagement
12456,40,2,2265.4,1073,77,26.34186046511628,2,1132.7,536.5,1.0,1,0,0.35890120774264495,Medium Risk,Standard retention email
12457,143,3,1067.25,397,23,42.69,1,355.75,132.33333333333334,3.0,1,0,0.4678730175406607,Medium Risk,Loyalty incentive
12458,194,1,441.92,270,19,23.258947368421055,1,441.92,270.0,1.0,1,0,0.6955736625885904,High Risk,Low-cost win-back email
12461,3,2,826.88,287,35,23.62514285714286,2,413.44,143.5,1.0,0,1,0.5365138160904256,Medium Risk,Standard retention email
12462,212,1,762.11,287,40,19.05275,1,762.11,287.0,1.0,1,0,0.6405286591422998,Medium Risk,Standard retention email
12463,84,3,985.79,577,51,16.16049180327869,3,328.59666666666664,192.33333333333334,1.0,1,0,0.2975449500101746,Low Risk,Maintain standard engagement
12464,15,6,780.55,81,6,37.16904761904762,4,130.09166666666667,13.5,1.5,1,0,0.3984125746833351,Medium Risk,Loyalty incentive
12465,78,1,440.94,294,26,16.959230769230768,1,440.94,294.0,1.0,1,0,0.6152917249026062,Medium Risk,Standard retention email
12468,97,2,729.5400000000001,366,36,19.19842105263158,2,364.77000000000004,183.0,1.0,0,1,0.49794883093955616,Medium Risk,Standard retention email
12471,16,19,11116.4,4352,108,42.26768060836502,8,585.0736842105263,229.05263157894737,2.375,1,0,0.01428962740825822,Low Risk,Maintain standard engagement
12472,48,5,4927.6,3088,180,19.78955823293173,5,985.5200000000001,617.6,1.0,1,0,0.10850543023018364,Low Risk,Maintain standard engagement
12473,24,2,1186.25,878,60,18.25,2,593.125,439.0,1.0,1,0,0.42159259088531625,Medium Risk,Standard retention email
12474,8,13,4362.06,2798,153,17.66016194331984,7,335.54307692307697,215.23076923076923,1.8571428571428572,1,0,0.014407835481716941,Low Risk,Maintain standard engagement
12476,50,6,3191.67,1132,91,27.27923076923077,6,531.945,188.66666666666666,1.0,1,0,0.10873342529304371,Low Risk,Maintain standard engagement
12477,10,3,8834.03,2518,156,44.392110552763825,3,2944.6766666666667,839.3333333333334,1.0,1,0,0.24519382759964428,Low Risk,Maintain standard engagement
12480,52,3,2144.95,1096,97,18.81535087719298,3,714.9833333333332,365.3333333333333,1.0,1,0,0.25628238659292507,Low Risk,Maintain standard engagement
12481,89,8,4101.76,2361,112,26.125859872611468,5,512.72,295.125,1.6,1,0,0.11129226775343949,Low Risk,Maintain standard engagement
12483,8,6,1624.06,792,38,30.64264150943396,5,270.6766666666667,132.0,1.2,1,0,0.16150329911767072,Low Risk,Maintain standard engagement
12484,10,4,3663.15,1859,222,12.989893617021277,3,915.7875,464.75,1.3333333333333333,1,0,0.2406499467088222,Low Risk,Maintain standard engagement
12489,245,1,334.93,105,15,22.328666666666667,1,334.93,105.0,1.0,0,1,0.7543442900166198,High Risk,Low-cost win-back email
12490,2,6,3552.59,2010,102,21.530848484848487,6,592.0983333333334,335.0,1.0,1,0,0.08003456319276016,Low Risk,Maintain standard engagement
12492,14,1,126.39000000000001,69,9,14.043333333333335,1,126.39000000000001,69.0,1.0,1,0,0.5939478236002799,Medium Risk,Standard retention email
12493,75,2,433.74,207,20,19.715454545454545,2,216.87,103.5,1.0,0,1,0.5335031388071546,Medium Risk,Standard retention email
12494,71,5,868.86,364,42,17.036470588235293,4,173.772,72.8,1.25,1,0,0.24343845117969296,Low Risk,Maintain standard engagement
12500,15,6,1773.8400000000001,1270,20,55.432500000000005,5,295.64000000000004,211.66666666666666,1.2,1,0,0.17273760631065868,Low Risk,Maintain standard engagement
12501,246,1,2169.39,1783,149,14.559664429530201,1,2169.39,1783.0,1.0,0,1,0.5336715094631821,Medium Risk,Standard retention email
12502,5,5,3723.87,820,102,25.332448979591835,5,744.774,164.0,1.0,0,1,0.26943023712352504,Low Risk,Maintain standard engagement
12506,142,1,73.5,23,23,3.1956521739130435,1,73.5,23.0,1.0,0,1,0.7656634618279797,High Risk,Low-cost win-back email
12507,43,3,1304.81,894,19,62.13380952380952,2,434.93666666666667,298.0,1.5,0,1,0.5157269647462477,Medium Risk,Loyalty incentive
12509,193,1,176.5,55,7,25.214285714285715,1,176.5,55.0,1.0,0,1,0.7568117756360028,High Risk,Low-cost win-back email
12510,52,2,982.5699999999999,353,29,29.774848484848484,2,491.28499999999997,176.5,1.0,0,1,0.5499113875105831,Medium Risk,Standard retention email
12513,22,1,612.29,462,35,17.494,1,612.29,462.0,1.0,0,1,0.6211713932177272,Medium Risk,Standard retention email
12514,176,1,1017.68,440,51,19.954509803921567,1,1017.68,440.0,1.0,0,1,0.702094453374992,High Risk,Priority reactivation campaign
12515,262,1,383.7,131,16,23.98125,1,383.7,131.0,1.0,0,1,0.7520279211026496,High Risk,Low-cost win-back email
12516,90,1,583.2,345,13,44.861538461538466,1,583.2,345.0,1.0,1,0,0.611792853387721,Medium Risk,Standard retention email
12517,35,2,1538.7,841,173,8.3625,2,769.35,420.5,1.0,1,0,0.37713407548788097,Medium Risk,Standard retention email
12518,19,1,324.83,187,18,18.04611111111111,1,324.83,187.0,1.0,1,0,0.538771244926273,Medium Risk,Standard retention email
12520,51,4,2045.85,1099,104,16.90785123966942,3,511.4625,274.75,1.3333333333333333,1,0,0.19119635121357476,Low Risk,Maintain standard engagement
12521,52,1,599.68,309,38,15.781052631578946,1,599.68,309.0,1.0,0,1,0.5787848121666528,Medium Risk,Standard retention email
12523,17,7,1017.75,560,49,16.154761904761905,6,145.39285714285714,80.0,1.1666666666666667,1,0,0.14592179566460556,Low Risk,Maintain standard engagement
12524,71,6,3122.48,2290,92,26.91793103448276,5,520.4133333333333,381.6666666666667,1.2,1,0,0.1137517034896449,Low Risk,Maintain standard engagement
12526,3,1,520.3,318,29,17.941379310344825,1,520.3,318.0,1.0,1,0,0.577768991950621,Medium Risk,Standard retention email
12527,204,2,284.92,221,15,18.994666666666667,2,142.46,110.5,1.0,1,0,0.5930814041349333,Medium Risk,Standard retention email
12528,24,4,1287.37,503,46,19.805692307692308,4,321.8425,125.75,1.0,1,0,0.3125588696626429,Low Risk,Maintain standard engagement
12530,33,3,1221.65,600,39,26.557608695652174,3,407.2166666666667,200.0,1.0,1,0,0.33664302822704667,Medium Risk,Loyalty incentive
12534,40,1,1089.18,651,63,17.28857142857143,1,1089.18,651.0,1.0,0,1,0.5149613297156846,Medium Risk,Standard retention email
12535,1,2,716.35,219,28,21.069117647058825,2,358.175,109.5,1.0,0,1,0.5139585446081277,Medium Risk,Standard retention email
12539,171,3,4517.69,1621,125,19.642130434782608,2,1505.8966666666665,540.3333333333334,1.5,1,0,0.3117273394802416,Low Risk,Maintain standard engagement
12540,1,11,9246.86,4433,207,28.806417445482868,9,840.6236363636364,403.0,1.2222222222222223,1,0,0.020887389283374715,Low Risk,Maintain standard engagement
12541,82,2,536.14,419,27,19.14785714285714,2,268.07,209.5,1.0,1,0,0.5087820961794742,Medium Risk,Standard retention email
12545,169,1,628.15,346,34,18.474999999999998,1,628.15,346.0,1.0,1,0,0.6540852928600553,Medium Risk,Standard retention email
12547,107,2,207.79999999999998,134,7,25.974999999999998,2,103.89999999999999,67.0,1.0,0,1,0.7679273570380497,High Risk,Low-cost win-back email
12548,75,1,95.19999999999999,49,5,19.04,1,95.19999999999999,49.0,1.0,0,1,0.7085268367936121,High Risk,Low-cost win-back email
12551,267,1,168.0,100,10,16.8,1,168.0,100.0,1.0,0,1,0.7344617744052356,High Risk,Low-cost win-back email
12553,19,7,2419.59,1351,81,17.922888888888888,6,345.6557142857143,193.0,1.1666666666666667,1,0,0.044281667399268074,Low Risk,Maintain standard engagement
12556,60,1,312.9,166,60,4.670149253731343,1,312.9,166.0,1.0,1,0,0.5052623218391963,Medium Risk,Standard retention email
12557,67,4,9000.960000000001,3464,15,310.3779310344828,4,2250.2400000000002,866.0,1.0,1,0,0.24733450152611927,Low Risk,Maintain standard engagement
12559,220,2,561.71,283,21,26.74809523809524,2,280.855,141.5,1.0,0,1,0.6282436829204293,Medium Risk,Standard retention email
12560,21,2,1436.31,820,77,18.653376623376623,2,718.155,410.0,1.0,1,0,0.4030128280377955,Medium Risk,Standard retention email
12561,212,1,238.85,177,16,14.928125,1,238.85,177.0,1.0,0,1,0.6944606175905619,High Risk,Low-cost win-back email
12562,36,3,1605.23,776,53,20.579871794871796,3,535.0766666666667,258.6666666666667,1.0,1,0,0.32176844253469017,Low Risk,Maintain standard engagement
12564,170,1,456.9,133,21,21.757142857142856,1,456.9,133.0,1.0,0,1,0.7576875628910652,High Risk,Low-cost win-back email
12565,198,1,145.92,80,9,16.21333333333333,1,145.92,80.0,1.0,0,1,0.7621808219527364,High Risk,Low-cost win-back email
12567,5,9,7849.98,3533,271,21.506794520547945,6,872.2199999999999,392.55555555555554,1.5,1,0,0.03273535026226177,Low Risk,Maintain standard engagement
12569,1,15,2167.68,857,48,23.56173913043478,6,144.512,57.13333333333333,2.5,1,0,0.09462795823811808,Low Risk,Maintain standard engagement
12571,31,1,248.35,197,14,17.739285714285714,1,248.35,197.0,1.0,1,0,0.5558593395943163,Medium Risk,Standard retention email
12573,136,1,160.54000000000002,84,26,5.733571428571429,1,160.54000000000002,84.0,1.0,0,1,0.7040068260754596,High Risk,Low-cost win-back email
12574,225,1,218.45,61,11,19.85909090909091,1,218.45,61.0,1.0,0,1,0.7505092724781726,High Risk,Low-cost win-back email
12576,5,4,936.55,665,54,15.105645161290322,4,234.1375,166.25,1.0,1,0,0.297652348200746,Low Risk,Maintain standard engagement
12577,268,1,195.89,134,67,2.923731343283582,1,195.89,134.0,1.0,1,0,0.6043377595629852,Medium Risk,Standard retention email
12578,239,1,1608.66,748,70,22.980857142857143,1,1608.66,748.0,1.0,1,0,0.5232826368315997,Medium Risk,Standard retention email
12580,156,1,415.7,238,24,17.320833333333333,1,415.7,238.0,1.0,0,1,0.7261184877431213,High Risk,Low-cost win-back email
12582,148,2,511.36,300,21,23.243636363636366,2,255.68,150.0,1.0,0,1,0.6031882183978107,Medium Risk,Standard retention email
12583,16,9,4232.21,3463,84,28.987739726027396,8,470.24555555555554,384.77777777777777,1.125,1,0,0.03004632689829535,Low Risk,Maintain standard engagement
12584,36,4,782.59,138,27,23.017352941176473,4,195.6475,34.5,1.0,1,0,0.393594527952252,Medium Risk,Loyalty incentive
12585,143,2,2040.1,1279,77,23.44942528735632,2,1020.05,639.5,1.0,0,1,0.4557740442758951,Medium Risk,Standard retention email
12589,54,1,131.5,83,10,13.15,1,131.5,83.0,1.0,1,0,0.6277788386665532,Medium Risk,Standard retention email
12590,120,2,9864.26,4283,68,145.06264705882353,1,4932.13,2141.5,2.0,0,1,0.5806612643649454,Medium Risk,Standard retention email
12591,226,1,452.84999999999997,228,26,17.41730769230769,1,452.84999999999997,228.0,1.0,0,1,0.7189201828158307,High Risk,Low-cost win-back email
12592,1,2,437.6,290,11,24.311111111111114,2,218.8,145.0,1.0,0,1,0.5495814944230949,Medium Risk,Standard retention email
12593,17,3,418.09999999999997,206,14,19.909523809523808,2,139.36666666666665,68.66666666666667,1.5,0,1,0.5662257264573608,Medium Risk,Loyalty incentive
12594,30,8,2529.9,1440,46,27.203225806451613,7,316.2375,180.0,1.1428571428571428,1,0,0.04011893592820336,Low Risk,Maintain standard engagement
12596,151,1,269.95,156,15,17.996666666666666,1,269.95,156.0,1.0,1,0,0.6634189819433125,High Risk,Low-cost win-back email
12597,92,2,1428.81,675,72,18.318076923076923,2,714.405,337.5,1.0,1,0,0.3783256081129094,Medium Risk,Standard retention email
12598,71,4,1584.3799999999999,971,45,25.148888888888887,3,396.09499999999997,242.75,1.3333333333333333,1,0,0.2259506792256786,Low Risk,Maintain standard engagement
12599,36,6,857.04,749,25,17.855,5,142.84,124.83333333333333,1.2,1,0,0.2004574760575991,Low Risk,Maintain standard engagement
12600,22,8,1936.5600000000002,544,26,39.521632653061225,7,242.07000000000002,68.0,1.1428571428571428,1,0,0.10713425291388205,Low Risk,Maintain standard engagement
12601,99,5,577.0600000000001,245,21,20.609285714285715,5,115.412,49.0,1.0,0,1,0.671462426557076,High Risk,Priority reactivation campaign
12604,171,1,178.5,137,10,17.85,1,178.5,137.0,1.0,1,0,0.7202192657990211,High Risk,Low-cost win-back email
12609,95,2,800.73,518,42,18.621627906976745,2,400.365,259.0,1.0,1,0,0.4256172930314275,Medium Risk,Standard retention email
12610,15,2,1256.25,625,68,17.447916666666668,1,628.125,312.5,2.0,1,0,0.3859194843447238,Medium Risk,Standard retention email
12613,107,4,1462.52,759,65,19.763783783783783,2,365.63,189.75,2.0,1,0,0.30183592671772497,Low Risk,Maintain standard engagement
12614,187,1,315.6,76,20,15.780000000000001,1,315.6,76.0,1.0,0,1,0.7641472795987121,High Risk,Low-cost win-back email
12615,77,1,634.74,413,31,20.475483870967743,1,634.74,413.0,1.0,1,0,0.5914322901717574,Medium Risk,Standard retention email
12616,4,2,713.3,284,25,22.290625,2,356.65,142.0,1.0,0,1,0.515720907333963,Medium Risk,Standard retention email
12619,25,5,2087.46,1756,28,53.52461538461539,4,417.492,351.2,1.25,1,0,0.1665325251210457,Low Risk,Maintain standard engagement
12620,114,1,561.66,434,33,17.02,1,561.66,434.0,1.0,1,0,0.6059832144148741,Medium Risk,Standard retention email
12621,9,15,10195.04,5439,208,29.465433526011562,8,679.6693333333334,362.6,1.875,1,0,0.013516180858736687,Low Risk,Maintain standard engagement
12622,141,1,180.1,69,11,16.37272727272727,1,180.1,69.0,1.0,0,1,0.7529264654821455,High Risk,Low-cost win-back email
12623,185,1,305.1,191,18,16.950000000000003,1,305.1,191.0,1.0,0,1,0.6951373555094101,High Risk,Low-cost win-back email
12624,15,2,641.13,355,36,16.87184210526316,2,320.565,177.5,1.0,0,1,0.48174271966481136,Medium Risk,Standard retention email
12625,121,2,2683.82,1612,73,31.207209302325584,2,1341.91,806.0,1.0,0,1,0.3844906665692942,Medium Risk,Standard retention email
12626,22,6,4774.0,2337,170,23.174757281553397,4,795.6666666666666,389.5,1.5,1,0,0.093342632318412,Low Risk,Maintain standard engagement
12627,5,5,2727.83,1575,112,19.346312056737588,3,545.566,315.0,1.6666666666666667,1,0,0.13870417011743683,Low Risk,Maintain standard engagement
12633,39,3,1948.75,1068,66,22.65988372093023,3,649.5833333333334,356.0,1.0,1,0,0.24991482539526927,Low Risk,Maintain standard engagement
12635,64,1,683.64,399,40,17.091,1,683.64,399.0,1.0,1,0,0.5728248098312555,Medium Risk,Standard retention email
12637,1,7,5663.5,2844,176,18.094249201277954,5,809.0714285714286,406.2857142857143,1.4,1,0,0.07818633888241211,Low Risk,Maintain standard engagement
12639,147,1,486.1,201,22,22.095454545454547,1,486.1,201.0,1.0,0,1,0.7135428481943293,High Risk,Low-cost win-back email
12641,24,1,185.9,72,10,18.59,1,185.9,72.0,1.0,0,1,0.690395676839773,High Risk,Low-cost win-back email
12642,17,1,366.45,277,24,15.268749999999999,1,366.45,277.0,1.0,1,0,0.5474477281337006,Medium Risk,Standard retention email
12643,37,6,3344.64,1808,11,139.35999999999999,4,557.4399999999999,301.3333333333333,1.5,0,1,0.3036437598006932,Low Risk,Maintain standard engagement
12644,39,1,477.91,325,31,15.416451612903227,1,477.91,325.0,1.0,0,1,0.580559825264274,Medium Risk,Standard retention email
12645,19,3,1310.8600000000001,825,52,22.217966101694916,3,436.9533333333334,275.0,1.0,1,0,0.3167510431522498,Low Risk,Maintain standard engagement
12647,35,9,2886.71,1039,63,31.37728260869565,6,320.74555555555554,115.44444444444444,1.5,1,0,0.06138426688859916,Low Risk,Maintain standard engagement
12648,64,1,318.05,160,21,15.145238095238096,1,318.05,160.0,1.0,0,1,0.578863804733738,Medium Risk,Standard retention email
12649,16,3,623.51,586,28,20.113225806451613,2,207.83666666666667,195.33333333333334,1.5,0,1,0.4691676327146423,Medium Risk,Loyalty incentive
12651,243,1,114.0,78,9,12.666666666666666,1,114.0,78.0,1.0,0,1,0.7680078911534929,High Risk,Low-cost win-back email
12652,240,1,919.98,505,48,19.16625,1,919.98,505.0,1.0,0,1,0.6711466347978489,High Risk,Priority reactivation campaign
12653,58,2,2209.85,919,37,51.391860465116274,2,1104.925,459.5,1.0,0,1,0.5457520434623483,Medium Risk,Standard retention email
12654,107,3,337.75,151,19,15.352272727272727,2,112.58333333333333,50.333333333333336,1.5,1,0,0.5879304976086283,Medium Risk,Loyalty incentive
12656,25,3,2820.67,1280,51,40.87927536231884,3,940.2233333333334,426.6666666666667,1.0,1,0,0.2851685120375143,Low Risk,Maintain standard engagement
12662,16,7,2653.66,1400,96,16.90229299363057,7,379.0942857142857,200.0,1.0,1,0,0.04799019881180202,Low Risk,Maintain standard engagement
12664,52,3,1957.48,505,10,108.74888888888889,3,652.4933333333333,168.33333333333334,1.0,1,0,0.3037213268157322,Low Risk,Maintain standard engagement
12665,234,1,63.0,37,3,21.0,1,63.0,37.0,1.0,0,1,0.7900759878302078,High Risk,Low-cost win-back email
12668,168,3,2924.4700000000003,1334,104,23.77617886178862,3,974.8233333333334,444.6666666666667,1.0,1,0,0.2922915155568396,Low Risk,Maintain standard engagement
12669,60,3,2744.0299999999997,1115,98,27.168613861386135,3,914.6766666666666,371.6666666666667,1.0,0,1,0.3066011850908693,Low Risk,Maintain standard engagement
12670,8,3,1634.47,761,40,28.18051724137931,3,544.8233333333334,253.66666666666666,1.0,1,0,0.3757600428239089,Medium Risk,Loyalty incentive
12672,239,1,225.89999999999998,78,10,22.589999999999996,1,225.89999999999998,78.0,1.0,0,1,0.7613813691805272,High Risk,Low-cost win-back email
