customer_id,first_purchase,last_purchase,total_orders,total_items,total_revenue,avg_line_revenue,unique_products,active_months,country,recency_days,customer_lifetime_days,orders_per_active_month,revenue_per_order,items_per_order
12360,2011-05-23 09:43:00,2011-10-18 15:22:00,3,1165,2662.06,20.63612403100775,105,3,Austria,52,149,1.0,887.3533333333334,388.3333333333333
12361,2011-02-25 13:51:00,2011-02-25 13:51:00,1,91,189.9,18.990000000000002,10,1,Belgium,287,1,1.0,189.9,91.0
12362,2011-02-17 10:30:00,2011-12-06 15:40:00,10,2229,5226.23,19.647481203007516,201,8,Belgium,3,293,1.25,522.6229999999999,222.9
12363,2011-04-11 13:29:00,2011-08-22 10:18:00,2,408,552.0,24.0,23,2,Unspecified,110,133,1.0,276.0,204.0
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,4,1506,1313.1,15.448235294117646,70,4,Belgium,8,105,1.0,328.275,376.5
12365,2011-02-21 13:51:00,2011-02-21 14:04:00,2,174,641.38,29.153636363636362,22,1,Cyprus,291,1,2.0,320.69,87.0
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,173,168.9,15.354545454545455,11,1,Denmark,4,1,1.0,168.9,173.0
12370,2010-12-14 12:58:00,2011-10-19 14:51:00,4,2353,3545.69,21.231676646706585,143,3,Cyprus,51,310,1.3333333333333333,886.4225,588.25
12371,2011-10-11 10:43:00,2011-10-26 10:16:00,2,591,1887.96,29.96761904761905,63,1,Switzerland,45,15,2.0,943.98,295.5
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,794,1298.04,24.962307692307693,34,3,Denmark,72,225,1.0,432.68,264.6666666666667
12373,2011-02-01 13:10:00,2011-02-01 13:10:00,1,197,364.6,26.042857142857144,14,1,Austria,311,1,1.0,364.6,197.0
12374,2011-11-14 15:37:00,2011-11-14 15:37:00,1,342,742.9300000000001,22.513030303030305,33,1,Austria,25,1,1.0,742.9300000000001,342.0
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,178,457.5,26.91176470588235,14,2,Finland,11,88,1.0,228.75,89.0
12377,2010-12-20 09:37:00,2011-01-28 15:45:00,2,944,1628.12,21.144415584415583,72,2,Switzerland,315,40,1.0,814.06,472.0
12378,2011-08-02 10:34:00,2011-08-02 10:34:00,1,2529,4008.62,18.30420091324201,219,1,Switzerland,130,1,1.0,4008.62,2529.0
12379,2011-06-22 16:32:00,2011-09-19 10:09:00,2,407,852.24,21.306,39,2,Belgium,82,89,1.0,426.12,203.5
12380,2011-06-07 09:49:00,2011-11-18 11:27:00,4,1127,2724.81,26.200096153846154,77,4,Belgium,22,165,1.0,681.2025,281.75
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,808,1845.31,21.21045977011494,70,4,Norway,5,116,1.25,369.062,161.6
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1532,1850.56,18.69252525252525,84,5,Belgium,185,168,1.0,370.11199999999997,306.4
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,126,585.27,21.676666666666666,26,2,Switzerland,29,93,1.0,292.635,63.0
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,354,401.9,40.19,10,2,Australia,338,30,1.0,200.95,177.0
12388,2011-01-17 11:12:00,2011-11-24 12:30:00,6,1462,2780.66,27.8066,57,6,Australia,16,312,1.0,463.4433333333333,243.66666666666666
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,353,549.84,17.1825,32,1,Belgium,80,1,1.0,549.84,353.0
12391,2011-11-18 12:07:00,2011-11-18 12:07:00,1,300,460.89,4.6089,92,1,Cyprus,22,1,1.0,460.89,300.0
12393,2011-01-11 09:47:00,2011-09-28 15:41:00,4,816,1582.6000000000001,24.728125000000002,47,3,Australia,72,261,1.3333333333333333,395.65000000000003,204.0
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,819,1272.48,47.12888888888889,26,2,Belgium,64,154,1.0,636.24,409.5
12395,2010-12-03 16:35:00,2011-11-20 15:21:00,12,2118,3018.63,19.350192307692307,91,8,Belgium,19,352,1.5,251.5525,176.5
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,1263,2409.9,19.126190476190477,110,2,Belgium,36,100,1.0,1204.95,631.5
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1394,1635.6599999999999,19.24305882352941,85,1,Switzerland,46,1,1.0,1635.6599999999999,1394.0
12399,2011-03-23 09:42:00,2011-08-12 13:15:00,4,1178,1108.65,18.790677966101697,47,4,Belgium,119,143,1.0,277.1625,294.5
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,11,84.3,16.86,5,1,Belgium,303,1,1.0,84.3,11.0
12402,2011-01-20 13:49:00,2011-01-20 13:49:00,1,94,225.6,20.509090909090908,11,1,Belgium,323,1,1.0,225.6,94.0
12403,2011-10-21 10:51:00,2011-10-21 10:51:00,1,96,427.7,85.53999999999999,5,1,Denmark,50,1,1.0,427.7,96.0
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,857,1710.39,31.67388888888889,54,1,Finland,149,1,1.0,1710.39,857.0
12406,2011-06-09 10:23:00,2011-11-17 19:22:00,2,1818,3415.3,32.52666666666667,92,2,Denmark,22,162,1.0,1707.65,909.0
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1416,1708.1200000000001,22.183376623376624,57,4,Belgium,50,215,1.25,341.624,283.2
12408,2011-03-24 14:46:00,2011-11-07 12:27:00,5,1409,2888.55,27.51,81,4,Belgium,33,228,1.25,577.71,281.8
12409,2011-06-10 12:19:00,2011-09-22 10:38:00,3,5551,11072.67,101.58412844036697,91,2,Switzerland,79,104,1.5,3690.89,1850.3333333333333
12410,2011-02-04 10:38:00,2011-02-04 10:39:00,2,211,693.3299999999999,26.666538461538458,26,1,Switzerland,309,1,2.0,346.66499999999996,105.5
12412,2011-06-23 13:51:00,2011-09-26 10:16:00,3,829,1226.88,20.112786885245903,43,3,Denmark,75,95,1.0,408.96000000000004,276.3333333333333
12413,2011-01-06 16:12:00,2011-10-04 09:00:00,3,286,758.1,19.95,29,3,France,67,271,1.0,252.70000000000002,95.33333333333333
12414,2011-02-02 14:51:00,2011-05-06 14:51:00,3,300,562.41,31.244999999999997,16,3,Austria,217,94,1.0,187.47,100.0
12415,2011-01-06 11:12:00,2011-11-15 14:22:00,21,77374,124914.53,174.95032212885152,444,11,Australia,24,314,1.9090909090909092,5948.310952380953,3684.4761904761904
12417,2010-12-17 11:51:00,2011-12-06 14:52:00,9,1552,3649.1,19.005729166666665,158,8,Belgium,3,355,1.125,405.4555555555555,172.44444444444446
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,407,668.58,19.664117647058823,34,1,Switzerland,113,1,1.0,668.58,407.0
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,345,600.39,20.70310344827586,29,1,Cyprus,64,1,1.0,600.39,345.0
12421,2011-01-24 15:09:00,2011-11-24 09:07:00,4,484,807.04,17.93422222222222,32,4,Spain,16,304,1.0,201.76,121.0
12422,2011-01-19 09:13:00,2011-09-05 09:48:00,3,370,803.5600000000001,20.604102564102565,39,3,Australia,96,230,1.0,267.85333333333335,123.33333333333333
12423,2010-12-21 10:54:00,2011-12-09 10:10:00,8,1339,1859.31,14.87448,97,8,Belgium,1,353,1.0,232.41375,167.375
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,740,1760.96,58.69866666666667,30,1,Australia,163,1,2.0,880.48,370.0
12425,2011-09-22 17:31:00,2011-09-22 17:31:00,1,496,777.2,21.58888888888889,36,1,Portugal,78,1,1.0,777.2,496.0
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,258,582.73,19.424333333333333,30,1,Germany,195,1,1.0,582.73,258.0
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,533,825.8,26.638709677419353,26,3,Germany,22,350,1.0,275.26666666666665,177.66666666666666
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,3536,7956.46,27.062789115646257,258,5,Finland,26,258,1.8,884.0511111111111,392.8888888888889
12429,2010-12-09 12:05:00,2011-11-30 17:22:00,4,1557,3750.4,38.66391752577319,82,4,Denmark,9,357,1.0,937.6,389.25
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,117,256.4,23.30909090909091,11,1,Norway,43,1,1.0,256.4,117.0
12431,2010-12-01 10:03:00,2011-11-04 11:55:00,15,2906,6487.45,27.606170212765957,163,8,Australia,36,339,1.875,432.49666666666667,193.73333333333332
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,1801,5059.32,46.845555555555556,107,2,Norway,43,130,2.5,1011.8639999999999,360.2
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,7,11071,13375.87,31.847309523809525,219,5,Norway,1,373,1.4,1910.8385714285716,1581.5714285714287
12434,2011-03-24 13:05:00,2011-09-16 12:38:00,2,394,806.14,16.122799999999998,46,2,Australia,85,176,1.0,403.07,197.0
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,2,2055,7829.89,217.49694444444447,31,2,Denmark,80,189,1.0,3914.945,1027.5
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,211,509.01,31.813125,16,1,Norway,100,1,1.0,509.01,211.0
12437,2011-01-12 14:13:00,2011-12-08 11:35:00,18,2922,4951.41,24.88145728643216,118,10,France,2,330,1.8,275.0783333333333,162.33333333333334
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,1180,2906.85,29.66173469387755,84,2,Norway,14,126,1.0,1453.425,590.0
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,121,173.55,15.77727272727273,11,1,France,367,1,1.0,173.55,121.0
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,182,172.06,14.338333333333333,12,1,Spain,3,1,1.0,172.06,182.0
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,1153,5005.46,28.440113636363638,138,5,Norway,21,150,1.0,1001.092,230.6
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,1,62,133.4,33.35,4,1,Spain,22,1,1.0,133.4,62.0
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,351,1002.3100000000001,17.584385964912283,57,1,RSA,58,1,1.0,1002.3100000000001,351.0
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,190,476.49,18.326538461538462,26,1,Belgium,243,1,1.0,476.49,190.0
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,243,449.45,20.429545454545455,22,1,Spain,44,1,1.0,449.45,243.0
12449,2011-06-05 15:37:00,2011-11-17 13:46:00,4,1553,4067.29,21.294712041884818,118,4,Belgium,22,165,1.0,1016.8225,388.25
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,2,128,197.88,24.735,7,2,Spain,156,18,1.0,98.94,64.0
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,5,6575,9035.52,25.524067796610172,265,4,Switzerland,11,314,1.25,1807.104,1315.0
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,185,430.57,19.571363636363635,21,1,Switzerland,17,1,2.0,215.285,92.5
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,473,707.09,16.443953488372095,43,1,Austria,134,1,1.0,707.09,473.0
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,1,1006,3528.34,235.22266666666667,15,1,Spain,56,1,1.0,3528.34,1006.0
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,6,2089,2466.86,27.409555555555556,85,5,Spain,73,224,1.2,411.1433333333334,348.1666666666667
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,1633,3181.04,25.44832,105,3,Switzerland,44,211,1.0,1060.3466666666666,544.3333333333334
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,7,843,2363.23,38.11661290322581,53,3,Switzerland,66,173,2.3333333333333335,337.6042857142857,120.42857142857143
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,2,506,947.4,24.931578947368422,35,2,Switzerland,71,214,1.0,473.7,253.0
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,287,826.88,23.62514285714286,35,2,Switzerland,94,61,1.0,413.44,143.5
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,536,1189.59,19.186935483870965,51,2,Spain,19,285,1.0,594.795,268.0
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,776,1344.78,16.202168674698793,65,4,Belgium,53,189,1.0,336.195,194.0
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,112,1212.05,41.79482758620689,6,5,Belgium,10,300,1.6,151.50625,14.0
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,479,742.1899999999999,15.79127659574468,46,2,Belgium,17,153,1.0,371.09499999999997,239.5
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,2,366,729.5400000000001,19.19842105263158,36,2,Germany,188,129,1.0,364.77000000000004,183.0
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,30,8212,19824.05,43.09576086956522,150,12,Germany,2,363,2.5,660.8016666666666,273.73333333333335
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,7,4148,6572.11,19.386755162241887,219,7,Germany,32,337,1.0,938.8728571428571,592.5714285714286
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,2439,3938.5499999999997,23.443749999999998,140,4,Germany,29,163,1.25,787.7099999999999,487.8
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,18,4847,7375.79,17.395731132075472,253,9,Germany,17,313,2.0,409.7661111111111,269.27777777777777
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,1,535,723.38,20.093888888888888,36,1,Germany,54,1,1.0,723.38,535.0
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,11,2408,6816.42,29.255021459227468,177,9,Germany,16,346,1.2222222222222223,619.6745454545454,218.9090909090909
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,6,3653,13219.74,44.065799999999996,191,5,Germany,23,279,1.2,2203.29,608.8333333333334
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,236,680.99,18.91638888888889,36,1,Greece,4,1,1.0,680.99,236.0
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,385,527.2,17.006451612903227,31,1,Germany,11,1,1.0,527.2,385.0
12480,2011-01-07 15:27:00,2011-11-11 14:52:00,4,1707,3281.63,21.309285714285714,129,4,Germany,28,308,1.0,820.4075,426.75
12481,2010-12-09 10:13:00,2011-11-17 08:29:00,10,3304,5596.32,25.789493087557602,150,7,Germany,23,343,1.4285714285714286,559.632,330.4
12483,2011-01-04 14:20:00,2011-11-22 17:02:00,8,1110,2484.98,33.133066666666664,46,7,Sweden,17,323,1.1428571428571428,310.6225,138.75
12484,2011-01-07 14:04:00,2011-11-07 11:37:00,6,2191,4541.72,13.126358381502891,256,4,Spain,33,304,1.5,756.9533333333334,365.1666666666667
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,529,1298.66,23.612000000000002,46,3,France,10,66,1.0,432.8866666666667,176.33333333333334
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,105,334.93,22.328666666666667,15,1,France,336,1,1.0,334.93,105.0
12490,2011-01-14 09:13:00,2011-12-04 16:07:00,10,3064,5417.93,22.114,131,8,France,5,325,1.25,541.793,306.4
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,260,460.40000000000003,17.70769230769231,25,1,France,39,1,1.0,460.40000000000003,260.0
12492,2011-08-26 14:51:00,2011-10-07 15:15:00,2,192,263.21000000000004,13.160500000000003,19,2,Germany,63,43,1.0,131.60500000000002,96.0
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,207,433.74,19.715454545454545,20,2,France,166,32,1.0,216.87,103.5
12494,2010-12-09 11:31:00,2011-11-24 09:34:00,7,707,1246.1000000000001,16.183116883116885,63,6,France,16,350,1.1666666666666667,178.01428571428573,101.0
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1236,1043.1,74.50714285714285,14,1,Germany,82,1,1.0,1043.1,1236.0
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,159,403.70000000000005,17.55217391304348,21,2,Germany,21,37,1.5,134.5666666666667,53.0
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,11,2678,4257.82,69.80032786885245,34,7,Germany,23,311,1.5714285714285714,387.07454545454544,243.45454545454547
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1783,2169.39,14.559664429530201,149,1,Germany,337,1,1.0,2169.39,1783.0
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,820,3723.87,25.332448979591835,102,5,Spain,96,215,1.0,744.774,164.0
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,2,90,482.04999999999995,53.5611111111111,6,1,Germany,18,13,2.0,241.02499999999998,45.0
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,23,73.5,3.1956521739130435,23,1,France,233,1,1.0,73.5,23.0
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,3,894,1304.81,62.13380952380952,19,2,Spain,134,165,1.5,434.93666666666667,298.0
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,272,398.27,5.772028985507246,57,1,France,26,3,2.0,199.135,136.0
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,55,176.5,25.214285714285715,7,1,France,284,1,1.0,176.5,55.0
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,2,353,982.5699999999999,29.774848484848484,29,2,Spain,143,183,1.0,491.28499999999997,176.5
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,99,138.03,4.059705882352941,31,1,Israel,66,1,2.0,69.015,49.5
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,462,612.29,17.494,35,1,France,113,1,1.0,612.29,462.0
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,1,440,1017.68,19.954509803921567,51,1,Italy,267,1,1.0,1017.68,440.0
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,131,383.7,23.98125,16,1,Italy,353,1,1.0,383.7,131.0
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,2,875,1312.06,50.46384615384615,20,2,Germany,78,103,1.0,656.03,437.5
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,5,1371,2502.84,8.812816901408452,232,4,Germany,28,162,1.25,500.56800000000004,274.2
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,1318,2056.89,16.58782258064516,84,5,Germany,1,110,1.0,411.378,263.6
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,1,183,340.84,18.935555555555553,17,1,Germany,64,1,1.0,340.84,183.0
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,1439,2634.26,17.330657894736845,121,4,Germany,79,195,1.25,526.8520000000001,287.8
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,309,599.68,15.781052631578946,38,1,Germany,143,1,1.0,599.68,309.0
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,194,192.72,16.06,11,1,Germany,39,13,2.0,96.36,97.0
12523,2011-01-12 09:43:00,2011-11-20 12:55:00,11,865,1789.77,16.884622641509434,84,9,France,19,313,1.2222222222222223,162.70636363636365,78.63636363636364
12524,2011-01-10 10:35:00,2011-11-30 15:31:00,8,3699,4485.72,31.150833333333335,113,7,Germany,9,325,1.1428571428571428,560.715,462.375
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,632,1316.66,18.54450704225352,64,3,Germany,1,94,1.0,438.8866666666667,210.66666666666666
12527,2011-01-18 12:05:00,2011-09-19 11:55:00,3,234,348.71000000000004,19.37277777777778,18,3,Germany,82,244,1.0,116.23666666666668,78.0
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,756,1933.48,21.01608695652174,50,6,Germany,9,304,1.0,322.24666666666667,126.0
12530,2011-01-07 10:04:00,2011-10-11 12:34:00,4,913,1662.28,25.186060606060607,51,4,Germany,60,278,1.0,415.57,228.25
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,1,45,125.22,7.365882352941177,17,1,Germany,15,1,1.0,125.22,45.0
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,153,349.83000000000004,21.864375000000003,16,1,France,30,1,1.0,349.83000000000004,153.0
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,651,1089.18,17.28857142857143,63,1,Germany,131,1,1.0,1089.18,651.0
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,219,716.35,21.069117647058825,28,2,France,92,95,1.0,358.175,109.5
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,3,2803,12601.830000000002,48.282873563218395,260,1,France,43,16,3.0,4200.610000000001,934.3333333333334
12538,2011-11-10 17:16:00,2011-11-10 17:16:00,1,191,363.95,17.33095238095238,21,1,Spain,29,1,1.0,363.95,191.0
12539,2011-01-10 09:11:00,2011-11-17 13:30:00,4,2067,5568.35,20.396886446886448,157,3,Spain,22,312,1.3333333333333333,1392.0875,516.75
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,17,6685,13400.24,28.03397489539749,277,11,Spain,20,343,1.5454545454545454,788.2494117647059,393.2352941176471
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,680,981.18,18.868846153846153,46,3,Spain,30,252,1.0,327.06,226.66666666666666
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,136,372.7,19.61578947368421,19,1,Spain,36,1,1.0,372.7,136.0
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,523,1000.39,20.0078,42,2,Spain,75,185,1.0,500.195,261.5
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,633,1161.5,16.833333333333332,59,2,Spain,47,32,1.0,580.75,316.5
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,2,134,207.79999999999998,25.974999999999998,7,2,Spain,198,83,1.0,103.89999999999999,67.0
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,49,95.19999999999999,19.04,5,1,Spain,166,1,1.0,95.19999999999999,49.0
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,569,964.83,16.92684210526316,57,1,Spain,79,1,1.0,964.83,569.0
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,100,168.0,16.8,10,1,Spain,358,1,1.0,168.0,100.0
12552,2011-10-31 12:11:00,2011-11-01 10:02:00,2,88,437.82,21.891,20,2,Italy,39,1,1.0,218.91,44.0
12553,2011-01-14 10:42:00,2011-12-01 16:38:00,10,1965,3692.28,19.33130890052356,95,9,France,8,322,1.1111111111111112,369.228,196.5
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,2,358,603.71,4.989338842975207,100,2,Spain,50,101,1.0,301.855,179.0
12557,2010-12-03 12:20:00,2011-11-23 16:59:00,5,4384,11990.960000000001,363.36242424242425,15,5,Spain,16,356,1.0,2398.192,876.8
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,1,196,269.96,24.54181818181818,11,1,USA,8,1,1.0,269.96,196.0
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2,283,561.71,26.74809523809524,21,2,Germany,311,9,1.0,280.855,141.5
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,3,1110,2134.01,20.323904761904764,91,3,Germany,5,138,1.0,711.3366666666667,370.0
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,177,238.85,14.928125,16,1,Germany,303,1,1.0,238.85,177.0
12562,2011-05-25 12:44:00,2011-12-01 17:20:00,7,1779,3781.7400000000002,22.510357142857146,99,7,France,8,191,1.0,540.2485714285715,254.14285714285714
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,133,456.9,21.757142857142856,21,1,France,261,1,1.0,456.9,133.0
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,80,145.92,16.21333333333333,9,1,Saudi Arabia,289,1,1.0,145.92,80.0
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,265,351.65,18.507894736842104,19,1,Germany,86,1,1.0,351.65,265.0
12567,2010-12-05 11:57:00,2011-11-17 11:02:00,10,4305,9401.28,21.079103139013455,323,7,France,23,347,1.4285714285714286,940.128,430.5
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,32,1801,4124.69,21.939840425531912,92,9,Germany,2,251,3.5555555555555554,128.8965625,56.28125
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,2,523,519.61,15.28264705882353,31,2,France,40,82,1.0,259.805,261.5
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,2,452,1020.42,17.006999999999998,53,2,Germany,9,44,1.0,510.21,226.0
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,1,84,160.54000000000002,5.733571428571429,26,1,France,227,1,1.0,160.54000000000002,84.0
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,61,218.45,19.85909090909091,11,1,France,316,1,1.0,218.45,61.0
12576,2011-02-08 11:31:00,2011-11-04 10:11:00,5,967,1315.83,14.952613636363635,72,5,Poland,36,269,1.0,263.166,193.4
12577,2010-12-15 16:21:00,2011-11-04 13:24:00,3,472,657.8,4.474829931972788,137,2,France,35,324,1.5,219.26666666666665,157.33333333333334
12578,2011-01-13 15:34:00,2011-11-18 13:30:00,2,1196,2794.51,24.51324561403509,111,2,Italy,21,309,1.0,1397.255,598.0
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,285,440.42,15.18689655172414,29,1,France,78,1,1.0,440.42,285.0
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,1,238,415.7,17.320833333333333,24,1,Germany,247,1,1.0,415.7,238.0
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,161,197.71,13.180666666666667,15,1,Germany,40,1,1.0,197.71,161.0
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,2,300,511.36,23.243636363636366,21,2,Finland,239,50,1.0,255.68,150.0
