antecedents,consequents,support,confidence,lift
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG DOLLY GIRL DESIGN,0.020902919943971556,0.3353500432152118,9.127225076482054
LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,0.020094817368818015,0.504054054054054,9.03113064802254
LUNCH BAG APPLE DESIGN,LUNCH BAG ALPHABET DESIGN,0.020094817368818015,0.36003861003861004,9.03113064802254
JUMBO STORAGE BAG SUKI,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",0.021010666953992025,0.3293918918918919,8.991429848966613
"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO STORAGE BAG SUKI,0.021010666953992025,0.5735294117647057,8.991429848966611
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO BAG PINK POLKADOT,0.022249757569227455,0.5704419889502763,8.69338604178574
JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",0.022249757569227455,0.339080459770115,8.693386041785738
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO SHOPPER VINTAGE RED PAISLEY,0.021010666953992025,0.5386740331491713,8.509674385799931
JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",0.021010666953992025,0.33191489361702126,8.50967438579993
"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,0.020364184893869194,0.5558823529411764,8.471501014198783
JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",0.020364184893869194,0.3103448275862069,8.471501014198783
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.026559637970046332,0.532972972972973,8.237339154308346
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.026559637970046332,0.4104912572855953,8.237339154308346
JUMBO BAG ALPHABET,JUMBO BAG APPLES,0.021064540459002263,0.43156732891832233,8.190953741699284
JUMBO BAG APPLES,JUMBO BAG ALPHABET,0.021064540459002263,0.3997955010224949,8.190953741699284
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,0.024189203749595947,0.5202780996523754,8.156589599448811
JUMBO STORAGE BAG SUKI,JUMBO BAG WOODLAND ANIMALS,0.024189203749595947,0.37922297297297297,8.156589599448811
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,0.020094817368818015,0.2825757575757576,7.911268796562915
PACK OF 72 SKULL CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.020094817368818015,0.5625942684766214,7.911268796562914
JUMBO STORAGE BAG SUKI,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",0.022249757569227455,0.3488175675675676,7.8481838656838665
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO STORAGE BAG SUKI,0.022249757569227455,0.5006060606060606,7.848183865683866
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.024404697769636892,0.5471014492753623,7.69340689503733
PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.024404697769636892,0.3431818181818182,7.69340689503733
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.022465251589268397,0.48208092485549126,7.615647767802238
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.022465251589268397,0.3548936170212766,7.615647767802238
JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,0.02311173364939123,0.352216748768473,7.57572107837821
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG PINK POLKADOT,0.02311173364939123,0.49710312862108924,7.575721078378209
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.02580540889990303,0.47099311701081614,7.55624393945961
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,0.02580540889990303,0.4140017286084702,7.55624393945961
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.027044499515138456,0.4365217391304348,7.433684882329477
LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.027044499515138456,0.4605504587155963,7.4336848823294766
LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN,0.024189203749595947,0.43339768339768336,7.421335608143726
LUNCH BAG SUKI DESIGN,LUNCH BAG APPLE DESIGN,0.024189203749595947,0.41420664206642066,7.421335608143726
LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,0.029307186725568365,0.4990825688073394,7.277274660017151
LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,0.029307186725568365,0.427336999214454,7.277274660017151
JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",0.020364184893869194,0.3217021276595745,7.238102901353966
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0.020364184893869194,0.45818181818181813,7.238102901353965
JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",0.020364184893869194,0.18094782192436573,7.176823655042899
"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.020364184893869194,0.8076923076923076,7.176823655042898
JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.021010666953992025,0.4519119351100811,7.139054757032618
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG WOODLAND ANIMALS,0.021010666953992025,0.33191489361702126,7.139054757032618
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,0.02268074560930934,0.45123258306538044,7.128322729242206
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE,0.02268074560930934,0.35829787234042554,7.128322729242206
"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,0.022249757569227455,0.8019417475728157,7.125726528696316
JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",0.022249757569227455,0.19770224988032553,7.125726528696316
LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,0.024135330244585713,0.44051130776794495,7.110235560685734
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,0.024135330244585713,0.38956521739130434,7.110235560685734
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,0.02273461911431958,0.45230439442658094,7.09094102140726
JUMBO STORAGE BAG SUKI,JUMBO  BAG BAROQUE BLACK WHITE,0.02273461911431958,0.35641891891891897,7.09094102140726
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,0.02537442085982114,0.40956521739130436,7.013237606289107
LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.02537442085982114,0.4345018450184502,7.013237606289106
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,0.028229716625363645,0.4459574468085107,6.991437607820587
JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY,0.028229716625363645,0.44256756756756754,6.991437607820587
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.023165607154401465,0.49482163406214036,6.958241796561704
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.023165607154401465,0.32575757575757575,6.958241796561704
LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.,0.02774485508027152,0.47509225092250923,6.927464541731042
LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN,0.02774485508027152,0.4045561665357423,6.927464541731041
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,0.02230363107423769,0.44372990353697744,6.762327150618535
JUMBO BAG PINK POLKADOT,JUMBO  BAG BAROQUE BLACK WHITE,0.02230363107423769,0.33990147783251234,6.762327150618535
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,0.02602090291994397,0.42,6.738150388936906
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,0.02602090291994397,0.41745894554883317,6.738150388936905
LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.024512444779657364,0.4197416974169742,6.734006385007671
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.024512444779657364,0.39325842696629215,6.734006385007671
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG PINK POLKADOT,0.020418058398879432,0.43815028901734104,6.677295291247853
JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,0.020418058398879432,0.31116584564860433,6.677295291247853
JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,0.025428294364831378,0.4169611307420495,6.660613174555872
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.025428294364831378,0.4061962134251291,6.660613174555872
LUNCH BAG WOODLAND,LUNCH BAG PINK POLKADOT,0.021333907984053442,0.3893805309734513,6.630900381586425
LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND,0.021333907984053442,0.36330275229357795,6.630900381586425
JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT,0.02774485508027152,0.43496621621621623,6.628770858296721
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,0.02774485508027152,0.422824302134647,6.628770858296721
LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,0.028121969615343176,0.4539130434782609,6.618644079374295
LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,0.028121969615343176,0.4100549882168107,6.618644079374295
"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,0.021010666953992025,0.7442748091603053,6.613321688670937
JUMBO BAG RED RETROSPOT,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",0.021010666953992025,0.18669219722355193,6.613321688670937
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.032647344036202994,0.5559633027522936,6.598331729979586
LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.032647344036202994,0.38746803069053704,6.598331729979585
SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.022088137054196745,0.49160671462829736,6.588594828108632
SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,0.022088137054196745,0.296028880866426,6.588594828108632
LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND,0.02095679344898179,0.35885608856088563,6.549741116880196
LUNCH BAG WOODLAND,LUNCH BAG SUKI DESIGN,0.02095679344898179,0.3824975417895772,6.549741116880195
LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,0.022357504579247924,0.3828413284132841,6.51954196147466
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.022357504579247924,0.3807339449541284,6.51954196147466
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.,0.027583234565240814,0.442523768366465,6.452573596557992
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,0.027583234565240814,0.4021995286724273,6.452573596557991
LUNCH BAG WOODLAND,LUNCH BAG  BLACK SKULL.,0.023919836224544768,0.4365781710914454,6.365879035191995
LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND,0.023919836224544768,0.34878240377062053,6.365879035191995
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.023057860144380993,0.39266055045871556,6.299537716175176
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,0.023057860144380993,0.36992221261884184,6.299537716175176
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.028337463635384117,0.5172074729596854,6.1383664405867515
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.028337463635384117,0.3363171355498721,6.138366440586751
LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.029953668785691195,0.5129151291512914,6.087423674748256
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.029953668785691195,0.35549872122762144,6.087423674748256
LUNCH BAG APPLE DESIGN,LUNCH BAG SPACEBOY DESIGN,0.021172287469022735,0.37934362934362936,6.085891484767889
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG APPLE DESIGN,0.021172287469022735,0.33967156439066554,6.085891484767889
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK POLKADOT,0.025212800344790433,0.3982978723404256,6.069954931348916
JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.025212800344790433,0.3842364532019705,6.069954931348916
JUMBO BAG APPLES,JUMBO STORAGE BAG SUKI,0.020256437883848722,0.38445807770961143,6.027289559498149
JUMBO STORAGE BAG SUKI,JUMBO BAG APPLES,0.020256437883848722,0.31756756756756754,6.027289559498148
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.04444564163344467,0.6773399014778326,6.0185654625330445
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.04444564163344467,0.3949258018190522,6.018565462533044
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG RED RETROSPOT,0.024135330244585713,0.6767371601208458,6.0132097492403735
JUMBO BAG RED RETROSPOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.024135330244585713,0.2144566778362853,6.0132097492403735
LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,0.03453291671156125,0.409846547314578,5.976097102319871
LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,0.03453291671156125,0.5035349567949724,5.97609710231987
LUNCH BAG APPLE DESIGN,LUNCH BAG  BLACK SKULL.,0.022357504579247924,0.40057915057915056,5.840966373173757
LUNCH BAG  BLACK SKULL.,LUNCH BAG APPLE DESIGN,0.022357504579247924,0.32600157109190886,5.840966373173757
JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,0.02887619868548648,0.25658209669698423,5.794010801568639
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.02887619868548648,0.6520681265206812,5.794010801568638
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.03016916280573214,0.48401037165082106,5.744373733109041
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.03016916280573214,0.35805626598465473,5.744373733109041
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.029845921775670727,0.4817391304347826,5.717417991771378
LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,0.029845921775670727,0.35421994884910485,5.717417991771377
LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT,0.026236396939984915,0.4700772200772201,5.5790110991517645
LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN,0.026236396939984915,0.31138107416879796,5.579011099151764
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.03151600043098804,0.6270096463022508,5.571351390455902
JUMBO BAG RED RETROSPOT,JUMBO  BAG BAROQUE BLACK WHITE,0.03151600043098804,0.2800382958353279,5.571351390455902
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG RED RETROSPOT,0.02311173364939123,0.6253644314868805,5.55673268418357
JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN,0.02311173364939123,0.20536141694590715,5.556732684183569
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG RED RETROSPOT,0.02882232518047624,0.6199304750869061,5.508448769058474
JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,0.02882232518047624,0.25610339875538535,5.508448769058474
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.026667384980066804,0.6680161943319839,5.496328279782928
WHITE HANGING HEART T-LIGHT HOLDER,RED HANGING HEART T-LIGHT HOLDER,0.026667384980066804,0.2194148936170213,5.496328279782928
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.03900441762741084,0.6114864864864865,5.433418938325593
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,0.03900441762741084,0.3465773097175682,5.433418938325593
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,0.02790647559530223,0.5988439306358382,5.321082355415236
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK VINTAGE PAISLEY,0.02790647559530223,0.2479655337482049,5.321082355415236
JUMBO BAG OWLS,JUMBO BAG RED RETROSPOT,0.021064540459002263,0.5951293759512938,5.288076341028203
JUMBO BAG RED RETROSPOT,JUMBO BAG OWLS,0.021064540459002263,0.1871708951651508,5.288076341028203
JUMBO STORAGE BAG SKULLS,JUMBO BAG RED RETROSPOT,0.02230363107423769,0.5872340425531916,5.217921636128455
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SKULLS,0.02230363107423769,0.19818094782192439,5.217921636128455
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.03663398340696046,0.5787234042553192,5.142299583430941
JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.03663398340696046,0.3255146002872188,5.142299583430941
"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",REGENCY CAKESTAND 3 TIER,0.021980390044176273,0.5319426336375489,4.966760143652003
REGENCY CAKESTAND 3 TIER,"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.021980390044176273,0.20523138832997986,4.966760143652003
JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,0.029414933735588837,0.558282208588957,4.960667475264826
JUMBO BAG RED RETROSPOT,JUMBO BAG APPLES,0.029414933735588837,0.2613690761129727,4.960667475264826
RECYCLING BAG RETROSPOT,JUMBO BAG RED RETROSPOT,0.022357504579247924,0.5548128342245989,4.929840032971281
JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,0.022357504579247924,0.1986596457635232,4.929840032971281
PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.021118413964012497,0.5124183006535947,4.784461014452729
REGENCY CAKESTAND 3 TIER,PINK REGENCY TEACUP AND SAUCER,0.021118413964012497,0.19718309859154928,4.784461014452729
RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.02122616097403297,0.3546354635463546,4.752883374980097
SET OF 3 CAKE TINS PANTRY DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,0.02122616097403297,0.28447653429602887,4.752883374980097
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.027421614050210107,0.5024679170779862,4.691554062777454
